id,firstname,lastname,email,BirthDate,campus,Academic_year,contract_type,Company,Level,global_mark,Graduated,Satisfaction,Salon_etudiant,Duree_embauche,Graduated,Satisfaction,Salon_etudiant,Duree_embauche
4415,Celisse,Iaverne,Celisse.Iaverne@supinfo.com,1997-11-09,Tours,2019-2020,2,Talan,Bsc,84.34,Oui,91,Oui,6,Oui,91,Oui,6
4416,Doralynne,Braun,Doralynne.Braun@supinfo.com,1998-09-05,Caen,2019-2020,1,SNCF,Bsc,53.9,Oui,20,Oui,18,Oui,20,Oui,18
4417,Amii,Israeli,Amii.Israeli@supinfo.com,1997-05-25,Lille,2019-2020,1,SNCF,Msc1,61.71,Oui,10,Oui,12,Oui,10,Oui,12
4418,Gavrielle,Nore,Gavrielle.Nore@supinfo.com,1994-05-24,Lyon,2019-2020,2,BNP Paribas,Msc2,89.91,Oui,84,Non,12,Oui,84,Non,12
4419,Tarra,Wareing,Tarra.Wareing@supinfo.com,1995-11-01,Caen,2019-2020,2,Amazon,Msc1,42.26,Non,49,Non,24,Non,49,Non,24
4420,Hollie,Vilma,Hollie.Vilma@supinfo.com,1994-05-16,Caen,2019-2020,1,Talan,Msc2,50.21,Oui,93,Oui,6,Oui,93,Oui,6
4421,Lynea,Obed,Lynea.Obed@supinfo.com,1995-09-13,Lille,2019-2020,2,Talan,Msc1,65.5,Non,0,Non,3,Non,0,Non,3
4422,Allyce,Vittoria,Allyce.Vittoria@supinfo.com,1999-11-22,Paris,2019-2020,1,BNP Paribas,Bsc,44.99,Oui,22,Oui,6,Oui,22,Oui,6
4423,Ronna,Sherrie,Ronna.Sherrie@supinfo.com,1994-06-23,Paris,2019-2020,1,Enedis,Msc1,71.35,Non,100,Non,12,Non,100,Non,12
4424,Glenda,Laverne,Glenda.Laverne@supinfo.com,1998-10-19,Tours,2019-2020,1,Amazon,Bsc,48.53,Non,10,Non,12,Non,10,Non,12
4425,Elfreda,Delila,Elfreda.Delila@supinfo.com,1999-10-18,Paris,2019-2020,2,Amazon,Msc2,31.29,Non,2,Non,12,Non,2,Non,12
4426,Brandise,Liva,Brandise.Liva@supinfo.com,1994-06-18,Paris,2019-2020,2,Enedis,Bsc,72.69,Non,87,Oui,24,Non,87,Oui,24
4427,Netty,Isidore,Netty.Isidore@supinfo.com,1994-12-29,Paris,2019-2020,2,BNP Paribas,Msc2,42.46,Non,6,Non,24,Non,6,Non,24
4428,Alex,Rad,Alex.Rad@supinfo.com,1996-07-16,Tours,2019-2020,2,BNP Paribas,Msc2,93.03,Oui,92,Oui,18,Oui,92,Oui,18
4429,Corly,Nadia,Corly.Nadia@supinfo.com,1996-08-03,Lyon,2019-2020,2,EDF,Bsc,65.67,Non,1,Non,24,Non,1,Non,24
4430,Ebonee,Zamora,Ebonee.Zamora@supinfo.com,1997-10-26,Tours,2019-2020,1,Engie,Msc2,32.76,Oui,21,Non,12,Oui,21,Non,12
4431,Vinita,Ardeha,Vinita.Ardeha@supinfo.com,1997-11-17,Caen,2019-2020,1,Engie,Msc2,31.85,Oui,49,Oui,12,Oui,49,Oui,12
4432,Dominga,Euridice,Dominga.Euridice@supinfo.com,1997-05-23,Lille,2019-2020,2,Amazon,Msc1,75.27,Oui,71,Non,18,Oui,71,Non,18
4433,Daphne,Jerald,Daphne.Jerald@supinfo.com,1996-02-15,Lille,2019-2020,2,Amazon,Msc1,39.53,Oui,86,Non,18,Oui,86,Non,18
4434,Gertrud,Lareena,Gertrud.Lareena@supinfo.com,1997-12-06,Lille,2019-2020,1,SNCF,Msc1,63.96,Non,73,Non,24,Non,73,Non,24
4435,Chere,Haldas,Chere.Haldas@supinfo.com,1994-11-23,Lille,2019-2020,1,SNCF,Bsc,91.51,Oui,92,Oui,6,Oui,92,Oui,6
4436,Carly,Jorgan,Carly.Jorgan@supinfo.com,1997-01-22,Paris,2019-2020,2,RTE,Bsc,87.89,Non,62,Non,6,Non,62,Non,6
4437,Alia,Delacourt,Alia.Delacourt@supinfo.com,1997-12-14,Paris,2019-2020,1,BNP Paribas,Msc1,63.17,Oui,27,Non,24,Oui,27,Non,24
4438,Cherrita,Havens,Cherrita.Havens@supinfo.com,1996-11-05,Paris,2019-2020,2,Capgemini,Bsc,56.78,Oui,41,Oui,6,Oui,41,Oui,6
4439,Lindie,Goth,Lindie.Goth@supinfo.com,1995-04-01,Paris,2019-2020,1,Amazon,Msc2,59.66,Non,32,Non,18,Non,32,Non,18
4440,Andeee,Bergman,Andeee.Bergman@supinfo.com,1994-11-29,Lille,2019-2020,2,Talan,Msc1,36.52,Oui,40,Oui,18,Oui,40,Oui,18
4441,Lauryn,Dyche,Lauryn.Dyche@supinfo.com,1996-05-12,Paris,2019-2020,2,Talan,Msc2,68.9,Non,74,Non,6,Non,74,Non,6
4442,Jan,Bakerman,Jan.Bakerman@supinfo.com,1999-08-14,Caen,2019-2020,2,Engie,Msc1,68.14,Oui,41,Non,12,Oui,41,Non,12
4443,Perry,Dorcy,Perry.Dorcy@supinfo.com,1994-06-04,Tours,2019-2020,2,EDF,Msc1,92.82,Non,33,Non,6,Non,33,Non,6
4444,Debee,Madaih,Debee.Madaih@supinfo.com,1994-12-28,Lyon,2019-2020,2,BNP Paribas,Msc1,48.39,Oui,82,Oui,18,Oui,82,Oui,18
4445,Nickie,Giff,Nickie.Giff@supinfo.com,1998-12-01,Paris,2019-2020,1,LCL,Bsc,49.28,Oui,77,Oui,24,Oui,77,Oui,24
4446,Renie,Valoniah,Renie.Valoniah@supinfo.com,1995-10-12,Lille,2019-2020,1,SNCF,Msc2,72.88,Non,24,Oui,6,Non,24,Oui,6
4447,Dulce,Zuzana,Dulce.Zuzana@supinfo.com,1996-02-08,Lyon,2019-2020,2,Talan,Msc1,63.88,Oui,31,Oui,6,Oui,31,Oui,6
4448,June,Mike,June.Mike@supinfo.com,1995-07-08,Lille,2019-2020,2,Engie,Msc2,46.6,Oui,70,Non,12,Oui,70,Non,12
4449,Leeanne,Salchunas,Leeanne.Salchunas@supinfo.com,1994-05-05,Paris,2019-2020,1,EDF,Msc2,72.84,Oui,52,Oui,6,Oui,52,Oui,6
4450,Madalyn,Vins,Madalyn.Vins@supinfo.com,1997-11-02,Lyon,2019-2020,1,EDF,Msc1,57.77,Oui,4,Non,24,Oui,4,Non,24
4451,Elfreda,Sisile,Elfreda.Sisile@supinfo.com,1995-10-04,Lille,2019-2020,2,LCL,Msc2,92.78,Oui,87,Non,18,Oui,87,Non,18
4452,Monika,Junie,Monika.Junie@supinfo.com,1994-12-26,Paris,2019-2020,2,Talan,Msc2,38.92,Oui,62,Oui,18,Oui,62,Oui,18
4453,Siana,Urias,Siana.Urias@supinfo.com,1998-06-02,Tours,2019-2020,2,RTE,Bsc,81.95,Non,10,Oui,18,Non,10,Oui,18
4454,Zaria,Peti,Zaria.Peti@supinfo.com,1995-07-19,Tours,2019-2020,1,Enedis,Msc1,70.47,Oui,31,Oui,6,Oui,31,Oui,6
4455,Ada,Cleavland,Ada.Cleavland@supinfo.com,1998-04-20,Lyon,2019-2020,1,RTE,Msc2,83.12,Non,1,Oui,18,Non,1,Oui,18
4456,Lisette,Redmond,Lisette.Redmond@supinfo.com,1999-07-24,Paris,2019-2020,1,Enedis,Msc1,94.65,Oui,23,Oui,24,Oui,23,Oui,24
4457,Lauryn,Weinreb,Lauryn.Weinreb@supinfo.com,1999-05-10,Caen,2019-2020,1,Amazon,Msc2,75.16,Non,20,Oui,12,Non,20,Oui,12
4458,Meghann,Cullin,Meghann.Cullin@supinfo.com,1996-09-01,Paris,2019-2020,1,LCL,Msc1,49.52,Non,52,Non,3,Non,52,Non,3
4459,Cecile,Curren,Cecile.Curren@supinfo.com,1996-04-01,Caen,2019-2020,1,Talan,Bsc,81.58,Oui,38,Oui,3,Oui,38,Oui,3
4460,Sarette,Leonard,Sarette.Leonard@supinfo.com,1996-07-13,Lille,2019-2020,1,Capgemini,Msc1,59.57,Oui,90,Non,24,Oui,90,Non,24
4461,Liana,Kimmie,Liana.Kimmie@supinfo.com,1994-02-04,Caen,2019-2020,2,Enedis,Msc2,87.98,Non,73,Oui,6,Non,73,Oui,6
4462,Katuscha,Cleo,Katuscha.Cleo@supinfo.com,1997-08-15,Tours,2019-2020,1,Talan,Bsc,41.34,Oui,85,Non,12,Oui,85,Non,12
4463,Mureil,Torray,Mureil.Torray@supinfo.com,1999-10-16,Lille,2019-2020,1,LCL,Msc1,47.89,Non,7,Oui,6,Non,7,Oui,6
4464,Antonietta,Durante,Antonietta.Durante@supinfo.com,1995-05-30,Tours,2019-2020,2,Engie,Bsc,53.09,Non,89,Non,18,Non,89,Non,18
4465,Emylee,Elbertina,Emylee.Elbertina@supinfo.com,1994-05-12,Caen,2019-2020,1,Carrefour,Bsc,74.53,Oui,47,Non,12,Oui,47,Non,12
4466,Raf,Rurik,Raf.Rurik@supinfo.com,1996-08-29,Tours,2019-2020,2,Carrefour,Msc2,36.47,Oui,27,Oui,6,Oui,27,Oui,6
4467,Jasmina,Phi,Jasmina.Phi@supinfo.com,1995-02-22,Paris,2019-2020,1,BNP Paribas,Msc2,86.73,Non,58,Oui,24,Non,58,Oui,24
4468,Gisela,Orelee,Gisela.Orelee@supinfo.com,1996-01-19,Paris,2019-2020,1,BNP Paribas,Msc1,32.4,Non,99,Oui,24,Non,99,Oui,24
4469,Asia,Palocz,Asia.Palocz@supinfo.com,1994-10-20,Lille,2019-2020,2,Enedis,Bsc,76.93,Oui,33,Oui,18,Oui,33,Oui,18
4470,Leeanne,Kazimir,Leeanne.Kazimir@supinfo.com,1997-01-10,Paris,2019-2020,1,RTE,Bsc,90.55,Non,26,Oui,24,Non,26,Oui,24
4471,Britni,Anis,Britni.Anis@supinfo.com,1995-12-10,Paris,2019-2020,1,SNCF,Bsc,56.84,Non,16,Oui,18,Non,16,Oui,18
4472,Aurelie,Ochs,Aurelie.Ochs@supinfo.com,1996-07-28,Lyon,2019-2020,2,RTE,Bsc,44.42,Non,47,Non,6,Non,47,Non,6
4473,Bettine,Ardra,Bettine.Ardra@supinfo.com,1999-01-28,Lyon,2019-2020,2,BNP Paribas,Bsc,41.48,Oui,80,Oui,24,Oui,80,Oui,24
4474,Elie,Goldina,Elie.Goldina@supinfo.com,1998-03-07,Caen,2019-2020,2,EDF,Msc1,72.39,Oui,48,Non,3,Oui,48,Non,3
4475,Darci,Clarissa,Darci.Clarissa@supinfo.com,1997-06-07,Lille,2019-2020,2,Carrefour,Msc2,51.02,Non,17,Oui,3,Non,17,Oui,3
4476,Annice,Darrell,Annice.Darrell@supinfo.com,1999-12-17,Caen,2019-2020,2,Engie,Msc1,75.05,Oui,2,Oui,6,Oui,2,Oui,6
4477,Robinia,Baptlsta,Robinia.Baptlsta@supinfo.com,1995-11-06,Caen,2019-2020,1,LCL,Msc2,30.39,Non,50,Oui,3,Non,50,Oui,3
4478,Ursulina,Zrike,Ursulina.Zrike@supinfo.com,1996-06-03,Lyon,2019-2020,1,LCL,Msc2,84.37,Non,70,Oui,6,Non,70,Oui,6
4479,Leontine,Ulphia,Leontine.Ulphia@supinfo.com,1994-10-14,Paris,2019-2020,1,BNP Paribas,Msc2,59.48,Non,98,Non,6,Non,98,Non,6
4480,Trixi,Remmer,Trixi.Remmer@supinfo.com,1994-11-26,Caen,2019-2020,2,Amazon,Msc1,36.65,Oui,89,Non,24,Oui,89,Non,24
4481,Cathyleen,Huggins,Cathyleen.Huggins@supinfo.com,1996-06-21,Lyon,2019-2020,1,Carrefour,Msc2,36.98,Non,0,Non,12,Non,0,Non,12
4482,Isa,Weide,Isa.Weide@supinfo.com,1996-05-24,Paris,2019-2020,1,Enedis,Msc2,40.26,Non,23,Non,12,Non,23,Non,12
4483,Candy,Imelida,Candy.Imelida@supinfo.com,1996-02-27,Lyon,2019-2020,2,Enedis,Bsc,51.01,Oui,60,Oui,12,Oui,60,Oui,12
4484,Trixi,Emerson,Trixi.Emerson@supinfo.com,1994-03-24,Tours,2019-2020,2,LCL,Msc2,63.89,Oui,60,Non,12,Oui,60,Non,12
4485,Krystle,Lilas,Krystle.Lilas@supinfo.com,1995-01-09,Tours,2019-2020,2,Enedis,Msc1,74.28,Non,96,Oui,18,Non,96,Oui,18
4486,Aaren,Llovera,Aaren.Llovera@supinfo.com,1995-05-22,Tours,2019-2020,1,LCL,Msc2,85.29,Oui,9,Oui,3,Oui,9,Oui,3
4487,Gerianna,Creamer,Gerianna.Creamer@supinfo.com,1995-02-23,Tours,2019-2020,1,SNCF,Bsc,84.3,Oui,35,Oui,24,Oui,35,Oui,24
4488,Tracey,Caitlin,Tracey.Caitlin@supinfo.com,1995-09-03,Tours,2019-2020,1,Enedis,Bsc,69.99,Oui,50,Oui,3,Oui,50,Oui,3
4489,Dione,Eiser,Dione.Eiser@supinfo.com,1997-11-11,Lille,2019-2020,1,Carrefour,Bsc,86.18,Non,40,Non,3,Non,40,Non,3
4490,Cathyleen,Fancie,Cathyleen.Fancie@supinfo.com,1994-11-07,Lille,2019-2020,1,Amazon,Bsc,80.19,Non,26,Non,24,Non,26,Non,24
4491,Rivalee,Ietta,Rivalee.Ietta@supinfo.com,1994-06-13,Caen,2019-2020,1,Enedis,Bsc,71.44,Non,63,Non,12,Non,63,Non,12
4492,Corly,Jerold,Corly.Jerold@supinfo.com,1998-11-14,Lyon,2019-2020,2,Enedis,Msc1,51.27,Non,7,Non,3,Non,7,Non,3
4493,Silvana,Lalitta,Silvana.Lalitta@supinfo.com,1996-07-11,Lyon,2019-2020,1,Engie,Msc1,30.46,Oui,48,Oui,3,Oui,48,Oui,3
4494,Karena,Shaddock,Karena.Shaddock@supinfo.com,1995-04-19,Caen,2019-2020,1,Amazon,Msc1,72.98,Non,58,Oui,12,Non,58,Oui,12
4495,Edee,Frodi,Edee.Frodi@supinfo.com,1994-02-20,Lille,2019-2020,1,SNCF,Msc2,39.82,Oui,53,Oui,12,Oui,53,Oui,12
4496,Ardeen,Katrine,Ardeen.Katrine@supinfo.com,1998-01-17,Paris,2019-2020,1,Amazon,Msc2,79.81,Oui,79,Oui,3,Oui,79,Oui,3
4497,Angela,Seessel,Angela.Seessel@supinfo.com,1998-12-09,Tours,2019-2020,1,EDF,Msc2,65.6,Non,17,Non,6,Non,17,Non,6
4498,Alex,Cutlerr,Alex.Cutlerr@supinfo.com,1995-01-03,Lille,2019-2020,2,Capgemini,Bsc,93.52,Oui,5,Non,24,Oui,5,Non,24
4499,Valli,Erskine,Valli.Erskine@supinfo.com,1994-12-11,Paris,2019-2020,1,Talan,Msc2,42.47,Oui,52,Oui,3,Oui,52,Oui,3
4500,Catrina,Fitzsimmons,Catrina.Fitzsimmons@supinfo.com,1997-11-05,Lyon,2019-2020,1,SNCF,Bsc,39.57,Non,26,Oui,3,Non,26,Oui,3
4501,Atlanta,Waldron,Atlanta.Waldron@supinfo.com,1995-04-28,Caen,2019-2020,1,Capgemini,Msc1,39.87,Oui,51,Non,24,Oui,51,Non,24
4502,Lita,Nelsen,Lita.Nelsen@supinfo.com,1994-09-17,Tours,2019-2020,1,LCL,Msc1,39.79,Non,55,Non,18,Non,55,Non,18
4503,Joy,Zrike,Joy.Zrike@supinfo.com,1995-06-06,Tours,2019-2020,1,Engie,Bsc,36.86,Oui,7,Oui,24,Oui,7,Oui,24
4504,Hannis,Mathilde,Hannis.Mathilde@supinfo.com,1995-12-09,Lille,2019-2020,1,EDF,Msc1,93.37,Oui,68,Oui,12,Oui,68,Oui,12
4505,Ardeen,Desai,Ardeen.Desai@supinfo.com,1994-12-18,Lille,2019-2020,1,Talan,Msc1,30.42,Oui,48,Oui,18,Oui,48,Oui,18
4506,Diena,Mehalek,Diena.Mehalek@supinfo.com,1996-10-16,Caen,2019-2020,2,SNCF,Bsc,48.13,Non,34,Non,12,Non,34,Non,12
4507,Caritta,Callista,Caritta.Callista@supinfo.com,1995-10-22,Lille,2019-2020,1,Talan,Bsc,66.93,Non,13,Oui,18,Non,13,Oui,18
4508,Kaja,Melony,Kaja.Melony@supinfo.com,1997-04-09,Paris,2019-2020,1,Carrefour,Msc2,57.71,Oui,64,Non,3,Oui,64,Non,3
4509,Kamilah,Emmy,Kamilah.Emmy@supinfo.com,1996-02-19,Tours,2019-2020,2,Capgemini,Msc2,58.73,Oui,52,Non,3,Oui,52,Non,3
4510,Karina,Kendrick,Karina.Kendrick@supinfo.com,1999-07-14,Paris,2019-2020,2,LCL,Msc2,52.57,Oui,48,Non,24,Oui,48,Non,24
4511,Dolli,Ax,Dolli.Ax@supinfo.com,1997-06-16,Lyon,2019-2020,1,SNCF,Msc2,34.1,Non,4,Non,6,Non,4,Non,6
4512,Desirae,Behre,Desirae.Behre@supinfo.com,1998-08-11,Lyon,2019-2020,2,Capgemini,Msc1,75.73,Oui,100,Non,24,Oui,100,Non,24
4513,Sara-Ann,Pulsifer,Sara-Ann.Pulsifer@supinfo.com,1994-03-04,Paris,2019-2020,2,EDF,Msc2,86.98,Non,7,Non,12,Non,7,Non,12
4514,Karena,Ephrem,Karena.Ephrem@supinfo.com,1997-12-22,Caen,2019-2020,2,BNP Paribas,Msc1,60.43,Non,25,Oui,12,Non,25,Oui,12
4515,Caryl,Clywd,Caryl.Clywd@supinfo.com,1996-07-21,Lille,2019-2020,1,Carrefour,Bsc,71.29,Oui,53,Oui,12,Oui,53,Oui,12
4516,Elmira,Sidonius,Elmira.Sidonius@supinfo.com,1999-10-13,Lyon,2019-2020,1,Talan,Msc1,40.53,Non,34,Oui,3,Non,34,Oui,3
4517,Shauna,Trinetta,Shauna.Trinetta@supinfo.com,1996-01-25,Tours,2019-2020,1,Amazon,Msc2,69.94,Oui,31,Oui,3,Oui,31,Oui,3
4518,Henriette,Franza,Henriette.Franza@supinfo.com,1998-08-18,Lyon,2019-2020,2,Talan,Msc2,54.31,Oui,90,Oui,18,Oui,90,Oui,18
4519,Shel,Stevy,Shel.Stevy@supinfo.com,1999-04-19,Tours,2019-2020,1,BNP Paribas,Msc2,75.36,Oui,42,Non,12,Oui,42,Non,12
4520,Dorothy,Ciapas,Dorothy.Ciapas@supinfo.com,1997-11-17,Lille,2019-2020,2,Talan,Msc2,89.9,Oui,4,Non,6,Oui,4,Non,6
4521,Penelopa,Claudine,Penelopa.Claudine@supinfo.com,1995-10-23,Caen,2019-2020,1,SNCF,Bsc,38.8,Non,36,Oui,12,Non,36,Oui,12
4522,Shandie,Joni,Shandie.Joni@supinfo.com,1999-02-22,Lyon,2019-2020,1,EDF,Msc1,78.45,Oui,11,Oui,18,Oui,11,Oui,18
4523,Flory,Giff,Flory.Giff@supinfo.com,1997-05-13,Lyon,2019-2020,2,Capgemini,Msc1,73.31,Non,15,Non,12,Non,15,Non,12
4524,Frank,Mauer,Frank.Mauer@supinfo.com,1995-12-11,Lille,2019-2020,2,Amazon,Bsc,61.8,Non,81,Non,18,Non,81,Non,18
4525,Phedra,Durware,Phedra.Durware@supinfo.com,1995-11-08,Lyon,2019-2020,1,Amazon,Msc1,93.39,Oui,18,Oui,6,Oui,18,Oui,6
4526,Cherrita,Brian,Cherrita.Brian@supinfo.com,1995-02-25,Lyon,2019-2020,2,EDF,Msc2,93.72,Oui,57,Non,18,Oui,57,Non,18
4527,Jessamyn,Craggie,Jessamyn.Craggie@supinfo.com,1995-01-15,Caen,2019-2020,1,SNCF,Msc2,69.98,Non,16,Oui,12,Non,16,Oui,12
4528,Dorice,Leifeste,Dorice.Leifeste@supinfo.com,1995-03-02,Tours,2019-2020,1,Enedis,Bsc,60.46,Oui,44,Oui,12,Oui,44,Oui,12
4529,Bertine,Norvol,Bertine.Norvol@supinfo.com,1995-04-24,Lille,2019-2020,2,Amazon,Msc2,60.4,Oui,58,Oui,3,Oui,58,Oui,3
4530,Isa,Toor,Isa.Toor@supinfo.com,1996-05-16,Lille,2019-2020,1,RTE,Msc1,86.09,Non,2,Oui,3,Non,2,Oui,3
4531,Shandie,Laverne,Shandie.Laverne@supinfo.com,1999-06-20,Lille,2019-2020,1,Amazon,Msc2,85.6,Non,98,Oui,6,Non,98,Oui,6
4532,Nataline,Skell,Nataline.Skell@supinfo.com,1995-01-31,Lille,2019-2020,2,Talan,Bsc,57.8,Oui,73,Non,3,Oui,73,Non,3
4533,Helena,Ochs,Helena.Ochs@supinfo.com,1999-09-10,Tours,2019-2020,2,Engie,Msc2,52.09,Oui,30,Oui,18,Oui,30,Oui,18
4534,Gisela,Lipson,Gisela.Lipson@supinfo.com,1998-09-21,Paris,2019-2020,2,LCL,Bsc,44.15,Non,1,Non,18,Non,1,Non,18
4535,Noelle,Socha,Noelle.Socha@supinfo.com,1995-02-05,Paris,2019-2020,2,SNCF,Msc1,43.27,Non,59,Non,3,Non,59,Non,3
4536,Zia,Kinnard,Zia.Kinnard@supinfo.com,1998-04-26,Tours,2019-2020,1,Carrefour,Msc1,58.79,Non,88,Non,18,Non,88,Non,18
4537,Juliane,Autrey,Juliane.Autrey@supinfo.com,1999-01-09,Caen,2019-2020,1,EDF,Msc2,55.36,Oui,80,Oui,6,Oui,80,Oui,6
4538,Maye,Ietta,Maye.Ietta@supinfo.com,1999-11-12,Caen,2019-2020,2,RTE,Bsc,72.54,Oui,59,Oui,3,Oui,59,Oui,3
4539,Dale,Colp,Dale.Colp@supinfo.com,1996-05-22,Lille,2019-2020,2,RTE,Msc2,36.13,Oui,89,Oui,18,Oui,89,Oui,18
4540,Joelly,Woodberry,Joelly.Woodberry@supinfo.com,1998-09-09,Tours,2019-2020,1,LCL,Msc1,48.31,Oui,66,Non,12,Oui,66,Non,12
4541,Georgetta,Tybald,Georgetta.Tybald@supinfo.com,1999-01-19,Lille,2019-2020,1,Capgemini,Msc1,55.76,Non,11,Oui,12,Non,11,Oui,12
4542,Donnie,Sibyls,Donnie.Sibyls@supinfo.com,1995-07-18,Tours,2019-2020,1,Talan,Msc1,31.71,Non,69,Oui,18,Non,69,Oui,18
4543,Bettine,Arquit,Bettine.Arquit@supinfo.com,1998-02-27,Lyon,2019-2020,2,Carrefour,Msc2,85.91,Non,6,Oui,24,Non,6,Oui,24
4544,Agnese,Haymes,Agnese.Haymes@supinfo.com,1996-11-07,Caen,2019-2020,2,Amazon,Msc2,45.12,Non,37,Non,18,Non,37,Non,18
4545,Annora,Jacinda,Annora.Jacinda@supinfo.com,1995-04-12,Tours,2019-2020,2,Carrefour,Msc1,72.06,Oui,99,Non,24,Oui,99,Non,24
4546,Shell,Daegal,Shell.Daegal@supinfo.com,1999-09-27,Caen,2019-2020,1,BNP Paribas,Msc2,34.5,Oui,77,Non,3,Oui,77,Non,3
4547,Oona,Deny,Oona.Deny@supinfo.com,1994-11-17,Lille,2019-2020,2,BNP Paribas,Bsc,51.37,Oui,9,Non,18,Oui,9,Non,18
4548,Jennica,Camden,Jennica.Camden@supinfo.com,1998-04-19,Lyon,2019-2020,1,BNP Paribas,Bsc,95.8,Oui,40,Non,18,Oui,40,Non,18
4549,Myriam,Bari,Myriam.Bari@supinfo.com,1997-03-21,Tours,2019-2020,1,Capgemini,Bsc,60.11,Non,51,Oui,24,Non,51,Oui,24
4550,Susette,Whiffen,Susette.Whiffen@supinfo.com,1998-03-17,Tours,2019-2020,2,RTE,Bsc,35.42,Oui,14,Non,6,Oui,14,Non,6
4551,Vivia,Corrine,Vivia.Corrine@supinfo.com,1996-01-01,Lyon,2019-2020,2,LCL,Msc2,44.43,Non,68,Oui,24,Non,68,Oui,24
4552,Aubrie,Cleo,Aubrie.Cleo@supinfo.com,1995-02-03,Paris,2019-2020,2,Capgemini,Msc2,36.29,Oui,53,Non,12,Oui,53,Non,12
4553,Dominga,Devlen,Dominga.Devlen@supinfo.com,1999-11-21,Paris,2019-2020,2,Enedis,Bsc,46.27,Non,32,Oui,24,Non,32,Oui,24
4554,Renae,Rosemary,Renae.Rosemary@supinfo.com,1998-07-21,Tours,2019-2020,1,Amazon,Bsc,31.36,Oui,42,Non,6,Oui,42,Non,6
4555,Bobinette,Janene,Bobinette.Janene@supinfo.com,1998-07-07,Lyon,2019-2020,1,Amazon,Msc2,66.23,Oui,21,Non,3,Oui,21,Non,3
4556,Marline,Borrell,Marline.Borrell@supinfo.com,1999-08-21,Lille,2019-2020,2,Enedis,Msc2,79.27,Oui,42,Oui,24,Oui,42,Oui,24
4557,Vonny,Ries,Vonny.Ries@supinfo.com,1995-12-10,Lille,2019-2020,2,Capgemini,Msc2,51.38,Oui,64,Oui,24,Oui,64,Oui,24
4558,Vevay,Wenoa,Vevay.Wenoa@supinfo.com,1995-08-06,Caen,2019-2020,1,BNP Paribas,Msc2,30.13,Oui,81,Oui,12,Oui,81,Oui,12
4559,Riannon,Sallyann,Riannon.Sallyann@supinfo.com,1998-05-19,Lyon,2019-2020,1,LCL,Msc2,38.12,Oui,31,Oui,3,Oui,31,Oui,3
4560,Sheree,Ellerey,Sheree.Ellerey@supinfo.com,1994-08-12,Lille,2019-2020,1,Amazon,Bsc,83.79,Non,28,Non,24,Non,28,Non,24
4561,Penelopa,Buckler,Penelopa.Buckler@supinfo.com,1998-12-11,Caen,2019-2020,1,EDF,Bsc,44.11,Non,18,Oui,12,Non,18,Oui,12
4562,Noelle,O'Carroll,Noelle.O'Carroll@supinfo.com,1995-09-12,Paris,2019-2020,1,Engie,Msc1,79.75,Oui,39,Non,24,Oui,39,Non,24
4563,Helsa,Alcott,Helsa.Alcott@supinfo.com,1999-06-06,Caen,2019-2020,2,LCL,Msc1,62.62,Oui,47,Oui,6,Oui,47,Oui,6
4564,Miquela,Rebecka,Miquela.Rebecka@supinfo.com,1994-09-24,Caen,2019-2020,1,Capgemini,Bsc,68.72,Non,84,Non,12,Non,84,Non,12
4565,Diena,Kathie,Diena.Kathie@supinfo.com,1995-08-26,Tours,2019-2020,2,Amazon,Msc2,64.67,Non,30,Non,3,Non,30,Non,3
4566,Cathyleen,Fax,Cathyleen.Fax@supinfo.com,1997-03-10,Paris,2019-2020,2,Amazon,Msc1,70.84,Non,49,Oui,24,Non,49,Oui,24
4567,Adore,Vale,Adore.Vale@supinfo.com,1995-08-04,Lyon,2019-2020,2,Carrefour,Msc2,63.03,Oui,47,Non,24,Oui,47,Non,24
4568,Dulce,McNully,Dulce.McNully@supinfo.com,1997-06-04,Caen,2019-2020,1,Carrefour,Msc1,89.44,Non,8,Non,3,Non,8,Non,3
4569,Kenna,Bultman,Kenna.Bultman@supinfo.com,1998-05-18,Caen,2019-2020,2,EDF,Msc1,73.55,Non,79,Non,12,Non,79,Non,12
4570,Sean,Marlie,Sean.Marlie@supinfo.com,1997-11-16,Tours,2019-2020,1,Talan,Msc2,80.46,Oui,60,Non,12,Oui,60,Non,12
4571,Emelina,Neva,Emelina.Neva@supinfo.com,1994-02-15,Lyon,2019-2020,2,Engie,Msc1,77.83,Oui,61,Non,18,Oui,61,Non,18
4572,Talya,Horan,Talya.Horan@supinfo.com,1994-12-07,Paris,2019-2020,2,SNCF,Bsc,78.27,Non,1,Non,3,Non,1,Non,3
4573,Laurene,Lay,Laurene.Lay@supinfo.com,1998-07-23,Caen,2019-2020,1,Enedis,Msc2,53.85,Oui,47,Oui,24,Oui,47,Oui,24
4574,Cassandra,Eliathas,Cassandra.Eliathas@supinfo.com,1998-12-10,Lille,2019-2020,1,RTE,Msc1,92.72,Non,39,Non,12,Non,39,Non,12
4575,Marline,Morrill,Marline.Morrill@supinfo.com,1999-05-05,Tours,2019-2020,1,Engie,Msc2,64.76,Non,65,Non,24,Non,65,Non,24
4576,Di,Alexandr,Di.Alexandr@supinfo.com,1996-09-24,Tours,2019-2020,2,Carrefour,Msc1,35.53,Non,81,Non,18,Non,81,Non,18
4577,Oralee,Guthrie,Oralee.Guthrie@supinfo.com,1995-12-01,Lyon,2019-2020,1,LCL,Bsc,39.02,Oui,51,Oui,18,Oui,51,Oui,18
