id,firstname,lastname,email,BirthDate,campus,Academic_year,contract_type,Company,Level,global_mark
4298,Tersina,Maroney,Tersina.Maroney@supinfo.com,1997-04-14,Tours,2019-2020,2,Capgemini,Msc2,31.99
4299,Thalia,Scammon,Thalia.Scammon@supinfo.com,1994-05-08,Tours,2019-2020,1,RTE,Bsc,77.55
4300,Aubrie,Dex,Aubrie.Dex@supinfo.com,1999-10-28,Caen,2019-2020,2,Engie,Bsc,35.7
4301,Olivette,Gusella,Olivette.Gusella@supinfo.com,1999-04-13,Tours,2019-2020,1,SNCF,Bsc,30.8
4302,Flory,Bashemeth,Flory.Bashemeth@supinfo.com,1997-09-02,Lyon,2019-2020,2,Amazon,Msc2,30.42
4303,Maye,Yam,Maye.Yam@supinfo.com,1995-09-16,Lyon,2019-2020,1,RTE,Msc1,90.01
4304,Cassandra,Mehalek,Cassandra.Mehalek@supinfo.com,1997-12-11,Tours,2019-2020,2,Talan,Msc1,40.28
4305,Krystle,Germann,Krystle.Germann@supinfo.com,1998-10-15,Lyon,2019-2020,1,EDF,Bsc,67.91
4306,Shannah,Bigner,Shannah.Bigner@supinfo.com,1999-08-14,Lille,2019-2020,1,Capgemini,Bsc,74.36
4307,Sibella,Guthrie,Sibella.Guthrie@supinfo.com,1998-04-18,Paris,2019-2020,1,LCL,Bsc,91.77
4308,Kristina,Guildroy,Kristina.Guildroy@supinfo.com,1998-03-20,Caen,2019-2020,2,LCL,Msc1,71.16
4309,Aili,Yate,Aili.Yate@supinfo.com,1996-05-10,Paris,2019-2020,1,LCL,Msc1,69.51
4310,Annora,Lipson,Annora.Lipson@supinfo.com,1995-12-25,Lille,2019-2020,1,Engie,Msc1,31.7
4311,Blondelle,Bivins,Blondelle.Bivins@supinfo.com,1996-05-29,Lille,2019-2020,2,Amazon,Msc1,92.35
4312,Sarette,Nore,Sarette.Nore@supinfo.com,1999-06-07,Paris,2019-2020,2,Talan,Msc1,66
4313,Fidelia,Mathilde,Fidelia.Mathilde@supinfo.com,1998-09-09,Lille,2019-2020,1,RTE,Msc2,35.86
4314,Ardys,Eachern,Ardys.Eachern@supinfo.com,1998-08-12,Paris,2019-2020,2,SNCF,Msc2,84.2
4315,Bobinette,Ardra,Bobinette.Ardra@supinfo.com,1997-05-03,Lille,2019-2020,2,Enedis,Bsc,53.16
4316,Alyssa,Catie,Alyssa.Catie@supinfo.com,1997-05-20,Lyon,2019-2020,2,BNP Paribas,Msc1,48.92
4317,Jordan,Han,Jordan.Han@supinfo.com,1996-05-16,Paris,2019-2020,2,SNCF,Bsc,88.43
4318,Lucy,Alexandr,Lucy.Alexandr@supinfo.com,1996-05-17,Caen,2019-2020,2,RTE,Msc2,52.24
4319,Pearline,Autrey,Pearline.Autrey@supinfo.com,1998-08-12,Lille,2019-2020,2,RTE,Msc1,95.68
4320,Mireielle,Wolfgram,Mireielle.Wolfgram@supinfo.com,1998-12-19,Lille,2019-2020,2,Engie,Msc2,38.83
4321,Belva,Giule,Belva.Giule@supinfo.com,1998-04-27,Lyon,2019-2020,1,RTE,Msc1,68.43
4322,Misha,Leler,Misha.Leler@supinfo.com,1997-12-20,Lyon,2019-2020,1,LCL,Msc2,40.93
4323,Jenda,Brenn,Jenda.Brenn@supinfo.com,1994-02-15,Lille,2019-2020,2,Capgemini,Bsc,33.88
4324,Celene,Middleton,Celene.Middleton@supinfo.com,1994-07-31,Lyon,2019-2020,1,Engie,Msc1,61
4325,Maye,Kosey,Maye.Kosey@supinfo.com,1998-11-15,Tours,2019-2020,1,Capgemini,Msc2,82.94
4326,Helena,Shaddock,Helena.Shaddock@supinfo.com,1999-03-23,Paris,2019-2020,2,RTE,Bsc,43.27
4327,Wendi,Bethany,Wendi.Bethany@supinfo.com,1994-08-01,Caen,2019-2020,1,Carrefour,Msc2,50.49
4328,Christal,Sacken,Christal.Sacken@supinfo.com,1995-01-21,Lyon,2019-2020,2,Enedis,Msc1,70.57
4329,Mignon,Plato,Mignon.Plato@supinfo.com,1998-05-17,Caen,2019-2020,2,SNCF,Msc1,65.7
4330,Asia,Shuler,Asia.Shuler@supinfo.com,1996-10-17,Paris,2019-2020,1,Talan,Bsc,46.95
4331,Meriel,Anderea,Meriel.Anderea@supinfo.com,1999-10-05,Lille,2019-2020,2,Capgemini,Bsc,45.06
4332,Ketti,Knowling,Ketti.Knowling@supinfo.com,1995-04-15,Tours,2019-2020,1,Engie,Bsc,60.83
4333,Linet,Beebe,Linet.Beebe@supinfo.com,1994-06-11,Lyon,2019-2020,2,Carrefour,Bsc,72.55
4334,Libbie,Kelula,Libbie.Kelula@supinfo.com,1997-02-03,Paris,2019-2020,1,LCL,Msc1,46.56
4335,Georgina,Libna,Georgina.Libna@supinfo.com,1997-09-23,Tours,2019-2020,1,Talan,Msc2,68.12
4336,Caryl,Paine,Caryl.Paine@supinfo.com,1995-10-26,Paris,2019-2020,2,Enedis,Bsc,54.13
4337,Celene,Holbrook,Celene.Holbrook@supinfo.com,1996-08-08,Paris,2019-2020,1,Carrefour,Msc2,82.26
4338,Gretal,Cimbura,Gretal.Cimbura@supinfo.com,1998-08-31,Caen,2019-2020,2,LCL,Msc2,72.5
4339,Fredericka,Sisile,Fredericka.Sisile@supinfo.com,1998-01-15,Lille,2019-2020,2,LCL,Msc2,40.19
4340,Shannah,Birdella,Shannah.Birdella@supinfo.com,1995-12-05,Lille,2019-2020,2,Engie,Msc2,69.21
4341,Jessy,Janene,Jessy.Janene@supinfo.com,1998-12-26,Lyon,2019-2020,2,Engie,Msc1,37.89
4342,Vanessa,Stanwood,Vanessa.Stanwood@supinfo.com,1995-05-28,Lyon,2019-2020,2,EDF,Msc1,94.21
4343,Gratia,Sancho,Gratia.Sancho@supinfo.com,1999-09-04,Caen,2019-2020,2,LCL,Msc1,66.25
4344,Emilia,Bluh,Emilia.Bluh@supinfo.com,1995-03-26,Lyon,2019-2020,2,LCL,Msc2,52.54
4345,Paule,Edmund,Paule.Edmund@supinfo.com,1995-07-14,Lille,2019-2020,1,RTE,Bsc,65.3
4346,Sean,Kress,Sean.Kress@supinfo.com,1995-05-22,Lyon,2019-2020,2,BNP Paribas,Bsc,87.1
4347,Tatiania,Garrison,Tatiania.Garrison@supinfo.com,1998-12-15,Lyon,2019-2020,2,Capgemini,Msc1,53.28
4348,Rori,Orlene,Rori.Orlene@supinfo.com,1994-01-20,Caen,2019-2020,1,Engie,Msc1,76.49
4349,Joleen,Jerold,Joleen.Jerold@supinfo.com,1994-07-14,Paris,2019-2020,2,LCL,Msc1,84.31
4350,Marinna,Richers,Marinna.Richers@supinfo.com,1996-12-14,Lyon,2019-2020,1,Amazon,Bsc,88.29
4351,Jacquetta,Bronk,Jacquetta.Bronk@supinfo.com,1998-02-20,Lille,2019-2020,2,EDF,Msc2,76.89
4352,Darlleen,Idelia,Darlleen.Idelia@supinfo.com,1995-04-16,Lyon,2019-2020,2,Engie,Msc1,67.21
4353,Randa,Wenoa,Randa.Wenoa@supinfo.com,1999-10-31,Lyon,2019-2020,2,Carrefour,Bsc,86.43
4354,Maridel,Barbey,Maridel.Barbey@supinfo.com,1998-03-31,Paris,2019-2020,2,BNP Paribas,Bsc,77.39
4355,Natka,Lesley,Natka.Lesley@supinfo.com,1997-01-09,Paris,2019-2020,1,Enedis,Msc2,87.83
4356,Gertrud,Dituri,Gertrud.Dituri@supinfo.com,1998-11-30,Caen,2019-2020,1,Enedis,Bsc,86.35
4357,Gloria,Prober,Gloria.Prober@supinfo.com,1997-04-21,Tours,2019-2020,1,Enedis,Bsc,44.05
4358,Fanchon,Kinnard,Fanchon.Kinnard@supinfo.com,1995-09-17,Paris,2019-2020,1,Enedis,Msc2,53.81
4359,Felice,Bibi,Felice.Bibi@supinfo.com,1995-10-27,Lille,2019-2020,2,BNP Paribas,Msc2,88.93
4360,Chastity,Bari,Chastity.Bari@supinfo.com,1995-11-13,Paris,2019-2020,2,LCL,Bsc,46.79
4361,Zia,Wittie,Zia.Wittie@supinfo.com,1996-10-31,Paris,2019-2020,2,EDF,Msc2,87.18
4362,Christian,Gale,Christian.Gale@supinfo.com,1999-01-28,Lyon,2019-2020,2,Talan,Msc1,50.43
4363,Carmela,Hillel,Carmela.Hillel@supinfo.com,1996-07-21,Lille,2019-2020,1,Carrefour,Msc1,40.06
4364,Beth,Sothena,Beth.Sothena@supinfo.com,1994-03-25,Lille,2019-2020,1,Enedis,Msc2,69.44
4365,Amalie,Khorma,Amalie.Khorma@supinfo.com,1994-05-11,Tours,2019-2020,2,Carrefour,Bsc,37.43
4366,Nadine,Wattenberg,Nadine.Wattenberg@supinfo.com,1999-08-23,Caen,2019-2020,1,Talan,Msc1,68.64
4367,Karlee,Eliathas,Karlee.Eliathas@supinfo.com,1994-02-15,Paris,2019-2020,2,Engie,Msc2,60.82
4368,Vevay,Woodberry,Vevay.Woodberry@supinfo.com,1996-12-01,Lyon,2019-2020,2,Enedis,Msc2,63.17
4369,Beatriz,Cath,Beatriz.Cath@supinfo.com,1997-04-20,Tours,2019-2020,1,Talan,Bsc,94.61
4370,Amii,Ophelia,Amii.Ophelia@supinfo.com,1996-05-05,Paris,2019-2020,2,Engie,Msc1,40.22
4371,Albertina,Chandler,Albertina.Chandler@supinfo.com,1997-04-06,Lyon,2019-2020,1,Amazon,Msc2,42.22
4372,Amalie,Prouty,Amalie.Prouty@supinfo.com,1997-03-25,Lille,2019-2020,2,SNCF,Msc1,31.25
4373,Marcelline,Teryn,Marcelline.Teryn@supinfo.com,1999-06-08,Lille,2019-2020,1,LCL,Msc1,39.85
4374,Sandie,Lissi,Sandie.Lissi@supinfo.com,1998-10-30,Caen,2019-2020,2,RTE,Bsc,76.73
4375,Shirlee,Sheng,Shirlee.Sheng@supinfo.com,1995-03-21,Caen,2019-2020,1,Amazon,Msc2,60.06
4376,Violet,Lacombe,Violet.Lacombe@supinfo.com,1998-04-01,Paris,2019-2020,1,EDF,Bsc,49.37
4377,Brena,Chick,Brena.Chick@supinfo.com,1999-10-18,Lyon,2019-2020,2,RTE,Bsc,39.5
4378,Alisha,Atonsah,Alisha.Atonsah@supinfo.com,1994-05-01,Caen,2019-2020,2,Talan,Bsc,86.5
4379,Danika,Linehan,Danika.Linehan@supinfo.com,1995-12-27,Caen,2019-2020,1,EDF,Bsc,31.06
4380,Phedra,Cath,Phedra.Cath@supinfo.com,1997-09-09,Paris,2019-2020,2,EDF,Msc2,86.22
4381,Cyb,Buckler,Cyb.Buckler@supinfo.com,1995-01-08,Lyon,2019-2020,2,Engie,Msc1,63.86
4382,Tybie,Lane,Tybie.Lane@supinfo.com,1994-01-23,Paris,2019-2020,2,SNCF,Bsc,82.97
4383,Dacia,Bigner,Dacia.Bigner@supinfo.com,1994-12-28,Lille,2019-2020,2,EDF,Msc1,85.92
4384,Susan,Modie,Susan.Modie@supinfo.com,1995-04-19,Paris,2019-2020,2,Capgemini,Msc2,51.35
4385,Corly,Lumbard,Corly.Lumbard@supinfo.com,1999-12-17,Tours,2019-2020,2,Enedis,Msc1,70.56
4386,Beatriz,Posner,Beatriz.Posner@supinfo.com,1999-06-20,Lyon,2019-2020,1,EDF,Msc2,82.33
4387,Dawn,Emerson,Dawn.Emerson@supinfo.com,1995-12-09,Tours,2019-2020,2,Amazon,Msc2,51.81
4388,Kial,Iphlgenia,Kial.Iphlgenia@supinfo.com,1994-09-10,Lyon,2019-2020,1,Amazon,Bsc,32.6
4389,Joleen,Tremayne,Joleen.Tremayne@supinfo.com,1996-07-25,Tours,2019-2020,2,Engie,Msc1,81.55
4390,Keelia,Koehler,Keelia.Koehler@supinfo.com,1996-02-10,Caen,2019-2020,1,Talan,Msc1,48.76
4391,Harrietta,Dyche,Harrietta.Dyche@supinfo.com,1994-02-05,Paris,2019-2020,1,BNP Paribas,Msc1,43.96
4392,Donetta,Nore,Donetta.Nore@supinfo.com,1998-06-03,Paris,2019-2020,2,RTE,Msc1,37.62
4393,Ashlee,Rozanna,Ashlee.Rozanna@supinfo.com,1998-09-13,Tours,2019-2020,1,Talan,Msc1,70.71
4394,Roxane,Elvyn,Roxane.Elvyn@supinfo.com,1997-12-01,Lille,2019-2020,2,Capgemini,Msc2,85.1
4395,Mahalia,Heidt,Mahalia.Heidt@supinfo.com,1997-09-14,Caen,2019-2020,1,Carrefour,Msc2,51.09
4396,Jolyn,Anderea,Jolyn.Anderea@supinfo.com,1998-04-14,Lille,2019-2020,2,Carrefour,Msc1,67.05
4397,Estell,Charmine,Estell.Charmine@supinfo.com,1995-06-13,Caen,2019-2020,2,BNP Paribas,Msc2,72.82
4398,Basia,Kendrick,Basia.Kendrick@supinfo.com,1997-09-30,Paris,2019-2020,2,RTE,Msc2,82.8
4399,Lacie,Erich,Lacie.Erich@supinfo.com,1995-12-31,Tours,2019-2020,1,RTE,Bsc,50.07
4400,Lenna,Kare,Lenna.Kare@supinfo.com,1995-11-24,Lyon,2019-2020,2,Amazon,Msc2,93.49
4401,Rhoda,Birdella,Rhoda.Birdella@supinfo.com,1996-11-08,Caen,2019-2020,2,Capgemini,Bsc,30.53
4402,Hallie,Lorain,Hallie.Lorain@supinfo.com,1997-05-23,Lyon,2019-2020,2,LCL,Msc2,42.56
4403,Bettine,Colp,Bettine.Colp@supinfo.com,1994-10-04,Paris,2019-2020,2,SNCF,Msc1,38.93
4404,Cordi,Zuzana,Cordi.Zuzana@supinfo.com,1997-07-19,Caen,2019-2020,1,SNCF,Msc2,95.77
4405,Susan,Magdalen,Susan.Magdalen@supinfo.com,1996-06-23,Lyon,2019-2020,1,SNCF,Msc2,62.82
4406,Lacie,Tayib,Lacie.Tayib@supinfo.com,1994-08-05,Caen,2019-2020,2,SNCF,Bsc,87.79
4407,Neila,Ade,Neila.Ade@supinfo.com,1999-06-13,Lille,2019-2020,1,Talan,Bsc,58.63
4408,Lily,Annabella,Lily.Annabella@supinfo.com,1994-08-27,Paris,2019-2020,2,Carrefour,Bsc,32.19
4409,Vere,Drisko,Vere.Drisko@supinfo.com,1997-07-19,Lyon,2019-2020,1,SNCF,Bsc,47.44
4410,Valeda,Parette,Valeda.Parette@supinfo.com,1994-07-21,Lyon,2019-2020,2,Engie,Msc2,78.69
4411,Dorthy,Ade,Dorthy.Ade@supinfo.com,1996-09-17,Lyon,2019-2020,1,RTE,Bsc,89.41
4412,Maye,Anderea,Maye.Anderea@supinfo.com,1995-12-04,Paris,2019-2020,1,LCL,Bsc,86.96
4413,Correy,Henrie,Correy.Henrie@supinfo.com,1999-06-28,Paris,2019-2020,1,EDF,Bsc,66.42
4414,Kittie,Hertzfeld,Kittie.Hertzfeld@supinfo.com,1996-10-20,Lille,2019-2020,1,Talan,Bsc,81.26
4415,Celisse,Iaverne,Celisse.Iaverne@supinfo.com,1997-11-09,Tours,2019-2020,2,Talan,Bsc,84.34
4416,Doralynne,Braun,Doralynne.Braun@supinfo.com,1998-09-05,Caen,2019-2020,1,SNCF,Bsc,53.9
4417,Amii,Israeli,Amii.Israeli@supinfo.com,1997-05-25,Lille,2019-2020,1,SNCF,Msc1,61.71
4418,Gavrielle,Nore,Gavrielle.Nore@supinfo.com,1994-05-24,Lyon,2019-2020,2,BNP Paribas,Msc2,89.91
4419,Tarra,Wareing,Tarra.Wareing@supinfo.com,1995-11-01,Caen,2019-2020,2,Amazon,Msc1,42.26
4420,Hollie,Vilma,Hollie.Vilma@supinfo.com,1994-05-16,Caen,2019-2020,1,Talan,Msc2,50.21
4421,Lynea,Obed,Lynea.Obed@supinfo.com,1995-09-13,Lille,2019-2020,2,Talan,Msc1,65.5
4422,Allyce,Vittoria,Allyce.Vittoria@supinfo.com,1999-11-22,Paris,2019-2020,1,BNP Paribas,Bsc,44.99
4423,Ronna,Sherrie,Ronna.Sherrie@supinfo.com,1994-06-23,Paris,2019-2020,1,Enedis,Msc1,71.35
4424,Glenda,Laverne,Glenda.Laverne@supinfo.com,1998-10-19,Tours,2019-2020,1,Amazon,Bsc,48.53
4425,Elfreda,Delila,Elfreda.Delila@supinfo.com,1999-10-18,Paris,2019-2020,2,Amazon,Msc2,31.29
4426,Brandise,Liva,Brandise.Liva@supinfo.com,1994-06-18,Paris,2019-2020,2,Enedis,Bsc,72.69
4427,Netty,Isidore,Netty.Isidore@supinfo.com,1994-12-29,Paris,2019-2020,2,BNP Paribas,Msc2,42.46
4428,Alex,Rad,Alex.Rad@supinfo.com,1996-07-16,Tours,2019-2020,2,BNP Paribas,Msc2,93.03
4429,Corly,Nadia,Corly.Nadia@supinfo.com,1996-08-03,Lyon,2019-2020,2,EDF,Bsc,65.67
4430,Ebonee,Zamora,Ebonee.Zamora@supinfo.com,1997-10-26,Tours,2019-2020,1,Engie,Msc2,32.76
4431,Vinita,Ardeha,Vinita.Ardeha@supinfo.com,1997-11-17,Caen,2019-2020,1,Engie,Msc2,31.85
4432,Dominga,Euridice,Dominga.Euridice@supinfo.com,1997-05-23,Lille,2019-2020,2,Amazon,Msc1,75.27
4433,Daphne,Jerald,Daphne.Jerald@supinfo.com,1996-02-15,Lille,2019-2020,2,Amazon,Msc1,39.53
4434,Gertrud,Lareena,Gertrud.Lareena@supinfo.com,1997-12-06,Lille,2019-2020,1,SNCF,Msc1,63.96
4435,Chere,Haldas,Chere.Haldas@supinfo.com,1994-11-23,Lille,2019-2020,1,SNCF,Bsc,91.51
4436,Carly,Jorgan,Carly.Jorgan@supinfo.com,1997-01-22,Paris,2019-2020,2,RTE,Bsc,87.89
4437,Alia,Delacourt,Alia.Delacourt@supinfo.com,1997-12-14,Paris,2019-2020,1,BNP Paribas,Msc1,63.17
4438,Cherrita,Havens,Cherrita.Havens@supinfo.com,1996-11-05,Paris,2019-2020,2,Capgemini,Bsc,56.78
4439,Lindie,Goth,Lindie.Goth@supinfo.com,1995-04-01,Paris,2019-2020,1,Amazon,Msc2,59.66
4440,Andeee,Bergman,Andeee.Bergman@supinfo.com,1994-11-29,Lille,2019-2020,2,Talan,Msc1,36.52
4441,Lauryn,Dyche,Lauryn.Dyche@supinfo.com,1996-05-12,Paris,2019-2020,2,Talan,Msc2,68.9
4442,Jan,Bakerman,Jan.Bakerman@supinfo.com,1999-08-14,Caen,2019-2020,2,Engie,Msc1,68.14
4443,Perry,Dorcy,Perry.Dorcy@supinfo.com,1994-06-04,Tours,2019-2020,2,EDF,Msc1,92.82
4444,Debee,Madaih,Debee.Madaih@supinfo.com,1994-12-28,Lyon,2019-2020,2,BNP Paribas,Msc1,48.39
4445,Nickie,Giff,Nickie.Giff@supinfo.com,1998-12-01,Paris,2019-2020,1,LCL,Bsc,49.28
4446,Renie,Valoniah,Renie.Valoniah@supinfo.com,1995-10-12,Lille,2019-2020,1,SNCF,Msc2,72.88
4447,Dulce,Zuzana,Dulce.Zuzana@supinfo.com,1996-02-08,Lyon,2019-2020,2,Talan,Msc1,63.88
4448,June,Mike,June.Mike@supinfo.com,1995-07-08,Lille,2019-2020,2,Engie,Msc2,46.6
4449,Leeanne,Salchunas,Leeanne.Salchunas@supinfo.com,1994-05-05,Paris,2019-2020,1,EDF,Msc2,72.84
4450,Madalyn,Vins,Madalyn.Vins@supinfo.com,1997-11-02,Lyon,2019-2020,1,EDF,Msc1,57.77
4451,Elfreda,Sisile,Elfreda.Sisile@supinfo.com,1995-10-04,Lille,2019-2020,2,LCL,Msc2,92.78
4452,Monika,Junie,Monika.Junie@supinfo.com,1994-12-26,Paris,2019-2020,2,Talan,Msc2,38.92
4453,Siana,Urias,Siana.Urias@supinfo.com,1998-06-02,Tours,2019-2020,2,RTE,Bsc,81.95
4454,Zaria,Peti,Zaria.Peti@supinfo.com,1995-07-19,Tours,2019-2020,1,Enedis,Msc1,70.47
4455,Ada,Cleavland,Ada.Cleavland@supinfo.com,1998-04-20,Lyon,2019-2020,1,RTE,Msc2,83.12
4456,Lisette,Redmond,Lisette.Redmond@supinfo.com,1999-07-24,Paris,2019-2020,1,Enedis,Msc1,94.65
4457,Lauryn,Weinreb,Lauryn.Weinreb@supinfo.com,1999-05-10,Caen,2019-2020,1,Amazon,Msc2,75.16
4458,Meghann,Cullin,Meghann.Cullin@supinfo.com,1996-09-01,Paris,2019-2020,1,LCL,Msc1,49.52
4459,Cecile,Curren,Cecile.Curren@supinfo.com,1996-04-01,Caen,2019-2020,1,Talan,Bsc,81.58
4460,Sarette,Leonard,Sarette.Leonard@supinfo.com,1996-07-13,Lille,2019-2020,1,Capgemini,Msc1,59.57
4461,Liana,Kimmie,Liana.Kimmie@supinfo.com,1994-02-04,Caen,2019-2020,2,Enedis,Msc2,87.98
4462,Katuscha,Cleo,Katuscha.Cleo@supinfo.com,1997-08-15,Tours,2019-2020,1,Talan,Bsc,41.34
4463,Mureil,Torray,Mureil.Torray@supinfo.com,1999-10-16,Lille,2019-2020,1,LCL,Msc1,47.89
4464,Antonietta,Durante,Antonietta.Durante@supinfo.com,1995-05-30,Tours,2019-2020,2,Engie,Bsc,53.09
4465,Emylee,Elbertina,Emylee.Elbertina@supinfo.com,1994-05-12,Caen,2019-2020,1,Carrefour,Bsc,74.53
4466,Raf,Rurik,Raf.Rurik@supinfo.com,1996-08-29,Tours,2019-2020,2,Carrefour,Msc2,36.47
4467,Jasmina,Phi,Jasmina.Phi@supinfo.com,1995-02-22,Paris,2019-2020,1,BNP Paribas,Msc2,86.73
4468,Gisela,Orelee,Gisela.Orelee@supinfo.com,1996-01-19,Paris,2019-2020,1,BNP Paribas,Msc1,32.4
4469,Asia,Palocz,Asia.Palocz@supinfo.com,1994-10-20,Lille,2019-2020,2,Enedis,Bsc,76.93
4470,Leeanne,Kazimir,Leeanne.Kazimir@supinfo.com,1997-01-10,Paris,2019-2020,1,RTE,Bsc,90.55
4471,Britni,Anis,Britni.Anis@supinfo.com,1995-12-10,Paris,2019-2020,1,SNCF,Bsc,56.84
4472,Aurelie,Ochs,Aurelie.Ochs@supinfo.com,1996-07-28,Lyon,2019-2020,2,RTE,Bsc,44.42
4473,Bettine,Ardra,Bettine.Ardra@supinfo.com,1999-01-28,Lyon,2019-2020,2,BNP Paribas,Bsc,41.48
4474,Elie,Goldina,Elie.Goldina@supinfo.com,1998-03-07,Caen,2019-2020,2,EDF,Msc1,72.39
4475,Darci,Clarissa,Darci.Clarissa@supinfo.com,1997-06-07,Lille,2019-2020,2,Carrefour,Msc2,51.02
4476,Annice,Darrell,Annice.Darrell@supinfo.com,1999-12-17,Caen,2019-2020,2,Engie,Msc1,75.05
4477,Robinia,Baptlsta,Robinia.Baptlsta@supinfo.com,1995-11-06,Caen,2019-2020,1,LCL,Msc2,30.39
4478,Ursulina,Zrike,Ursulina.Zrike@supinfo.com,1996-06-03,Lyon,2019-2020,1,LCL,Msc2,84.37
4479,Leontine,Ulphia,Leontine.Ulphia@supinfo.com,1994-10-14,Paris,2019-2020,1,BNP Paribas,Msc2,59.48
4480,Trixi,Remmer,Trixi.Remmer@supinfo.com,1994-11-26,Caen,2019-2020,2,Amazon,Msc1,36.65
4481,Cathyleen,Huggins,Cathyleen.Huggins@supinfo.com,1996-06-21,Lyon,2019-2020,1,Carrefour,Msc2,36.98
4482,Isa,Weide,Isa.Weide@supinfo.com,1996-05-24,Paris,2019-2020,1,Enedis,Msc2,40.26
4483,Candy,Imelida,Candy.Imelida@supinfo.com,1996-02-27,Lyon,2019-2020,2,Enedis,Bsc,51.01
4484,Trixi,Emerson,Trixi.Emerson@supinfo.com,1994-03-24,Tours,2019-2020,2,LCL,Msc2,63.89
4485,Krystle,Lilas,Krystle.Lilas@supinfo.com,1995-01-09,Tours,2019-2020,2,Enedis,Msc1,74.28
4486,Aaren,Llovera,Aaren.Llovera@supinfo.com,1995-05-22,Tours,2019-2020,1,LCL,Msc2,85.29
4487,Gerianna,Creamer,Gerianna.Creamer@supinfo.com,1995-02-23,Tours,2019-2020,1,SNCF,Bsc,84.3
4488,Tracey,Caitlin,Tracey.Caitlin@supinfo.com,1995-09-03,Tours,2019-2020,1,Enedis,Bsc,69.99
4489,Dione,Eiser,Dione.Eiser@supinfo.com,1997-11-11,Lille,2019-2020,1,Carrefour,Bsc,86.18
4490,Cathyleen,Fancie,Cathyleen.Fancie@supinfo.com,1994-11-07,Lille,2019-2020,1,Amazon,Bsc,80.19
4491,Rivalee,Ietta,Rivalee.Ietta@supinfo.com,1994-06-13,Caen,2019-2020,1,Enedis,Bsc,71.44
4492,Corly,Jerold,Corly.Jerold@supinfo.com,1998-11-14,Lyon,2019-2020,2,Enedis,Msc1,51.27
4493,Silvana,Lalitta,Silvana.Lalitta@supinfo.com,1996-07-11,Lyon,2019-2020,1,Engie,Msc1,30.46
4494,Karena,Shaddock,Karena.Shaddock@supinfo.com,1995-04-19,Caen,2019-2020,1,Amazon,Msc1,72.98
4495,Edee,Frodi,Edee.Frodi@supinfo.com,1994-02-20,Lille,2019-2020,1,SNCF,Msc2,39.82
4496,Ardeen,Katrine,Ardeen.Katrine@supinfo.com,1998-01-17,Paris,2019-2020,1,Amazon,Msc2,79.81
4497,Angela,Seessel,Angela.Seessel@supinfo.com,1998-12-09,Tours,2019-2020,1,EDF,Msc2,65.6
4498,Alex,Cutlerr,Alex.Cutlerr@supinfo.com,1995-01-03,Lille,2019-2020,2,Capgemini,Bsc,93.52
4499,Valli,Erskine,Valli.Erskine@supinfo.com,1994-12-11,Paris,2019-2020,1,Talan,Msc2,42.47
4500,Catrina,Fitzsimmons,Catrina.Fitzsimmons@supinfo.com,1997-11-05,Lyon,2019-2020,1,SNCF,Bsc,39.57
4501,Atlanta,Waldron,Atlanta.Waldron@supinfo.com,1995-04-28,Caen,2019-2020,1,Capgemini,Msc1,39.87
4502,Lita,Nelsen,Lita.Nelsen@supinfo.com,1994-09-17,Tours,2019-2020,1,LCL,Msc1,39.79
4503,Joy,Zrike,Joy.Zrike@supinfo.com,1995-06-06,Tours,2019-2020,1,Engie,Bsc,36.86
4504,Hannis,Mathilde,Hannis.Mathilde@supinfo.com,1995-12-09,Lille,2019-2020,1,EDF,Msc1,93.37
4505,Ardeen,Desai,Ardeen.Desai@supinfo.com,1994-12-18,Lille,2019-2020,1,Talan,Msc1,30.42
4506,Diena,Mehalek,Diena.Mehalek@supinfo.com,1996-10-16,Caen,2019-2020,2,SNCF,Bsc,48.13
4507,Caritta,Callista,Caritta.Callista@supinfo.com,1995-10-22,Lille,2019-2020,1,Talan,Bsc,66.93
4508,Kaja,Melony,Kaja.Melony@supinfo.com,1997-04-09,Paris,2019-2020,1,Carrefour,Msc2,57.71
4509,Kamilah,Emmy,Kamilah.Emmy@supinfo.com,1996-02-19,Tours,2019-2020,2,Capgemini,Msc2,58.73
4510,Karina,Kendrick,Karina.Kendrick@supinfo.com,1999-07-14,Paris,2019-2020,2,LCL,Msc2,52.57
4511,Dolli,Ax,Dolli.Ax@supinfo.com,1997-06-16,Lyon,2019-2020,1,SNCF,Msc2,34.1
4512,Desirae,Behre,Desirae.Behre@supinfo.com,1998-08-11,Lyon,2019-2020,2,Capgemini,Msc1,75.73
4513,Sara-Ann,Pulsifer,Sara-Ann.Pulsifer@supinfo.com,1994-03-04,Paris,2019-2020,2,EDF,Msc2,86.98
4514,Karena,Ephrem,Karena.Ephrem@supinfo.com,1997-12-22,Caen,2019-2020,2,BNP Paribas,Msc1,60.43
4515,Caryl,Clywd,Caryl.Clywd@supinfo.com,1996-07-21,Lille,2019-2020,1,Carrefour,Bsc,71.29
4516,Elmira,Sidonius,Elmira.Sidonius@supinfo.com,1999-10-13,Lyon,2019-2020,1,Talan,Msc1,40.53
4517,Shauna,Trinetta,Shauna.Trinetta@supinfo.com,1996-01-25,Tours,2019-2020,1,Amazon,Msc2,69.94
4518,Henriette,Franza,Henriette.Franza@supinfo.com,1998-08-18,Lyon,2019-2020,2,Talan,Msc2,54.31
